input_text,music_prompt
date:2025-05-24 time:04:07:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle ambient waves with soft echoes
date:2025-05-24 time:04:08:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with serene undertones
date:2025-05-24 time:04:09:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:04:10:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:04:11:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle piano with soft ambient backdrop
date:2025-05-24 time:04:12:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft layers
date:2025-05-24 time:04:13:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft atmospheric layers with gentle rhythms
date:2025-05-24 time:04:14:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft whispers
date:2025-05-24 time:04:15:00 bpm:73 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle ambient waves with serene harmonies
date:2025-05-24 time:04:16:00 bpm:73 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft whispers
date:2025-05-24 time:04:17:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle serene melodies with soft harmonies
date:2025-05-24 time:04:18:00 bpm:71 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft melodies
date:2025-05-24 time:04:19:00 bpm:71 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,"Gentle lullaby with soft, serene undertones"
date:2025-05-24 time:04:20:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft awakening
date:2025-05-24 time:04:21:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle lullaby with soft drifting sounds
date:2025-05-24 time:04:22:00 bpm:71 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle harmonics with serene undertones
date:2025-05-24 time:04:23:00 bpm:71 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:04:24:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning drones with soft layers
date:2025-05-24 time:04:25:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene waves
date:2025-05-24 time:04:26:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft lullaby with gentle harmonies
date:2025-05-24 time:04:27:00 bpm:71 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle harmonic waves with soft echoes
date:2025-05-24 time:04:28:00 bpm:79 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle lullabies with soft harmonic waves
date:2025-05-24 time:04:29:00 bpm:71 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft rhythms
date:2025-05-24 time:04:30:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:04:31:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft pads
date:2025-05-24 time:04:32:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle nocturnal soundscape with soft echoes
date:2025-05-24 time:04:33:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene flow
date:2025-05-24 time:04:34:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,"Gentle, serene melodies with soft pads"
date:2025-05-24 time:04:35:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft ethereal drones with gentle waves
date:2025-05-24 time:04:36:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft ambient waves with gentle harmonies
date:2025-05-24 time:04:37:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene undertones
date:2025-05-24 time:04:38:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft echoes
date:2025-05-24 time:04:39:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,"Soft, dreamy synths with gentle waves"
date:2025-05-24 time:04:40:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn chords with soft echoes
date:2025-05-24 time:04:41:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with serene flow
date:2025-05-24 time:04:42:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,"Gentle, serene soundscapes with soft harmonies"
date:2025-05-24 time:04:43:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle lullaby with soothing harmonies
date:2025-05-24 time:04:44:00 bpm:70 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft whispers
date:2025-05-24 time:04:45:00 bpm:69 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:04:46:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle ambient waves with soft whispers
date:2025-05-24 time:04:47:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle harmonics with serene undertones
date:2025-05-24 time:04:48:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle ambient waves with soothing undertones
date:2025-05-24 time:04:49:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle drone with soft ethereal echoes
date:2025-05-24 time:04:50:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft ambient waves with gentle rhythms
date:2025-05-24 time:04:51:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle harmonic waves with serene undercurrents
date:2025-05-24 time:04:52:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle lullaby with soothing melodies
date:2025-05-24 time:04:53:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle piano with soft ambient layers
date:2025-05-24 time:04:54:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle lullaby with soft atmospheric pads
date:2025-05-24 time:04:55:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,"Gentle lullaby with soft, dreamy echoes"
date:2025-05-24 time:04:56:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft ethereal melodies with gentle waves
date:2025-05-24 time:04:57:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft whispers
date:2025-05-24 time:04:58:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft echoes
date:2025-05-24 time:04:59:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,"Gentle, serene soundscapes with airy whispers"
date:2025-05-24 time:05:00:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft echoes
date:2025-05-24 time:05:01:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with serene waves
date:2025-05-24 time:05:02:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning harmonies with soft synths
date:2025-05-24 time:05:03:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:04:00 bpm:63 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn piano with soft echoes
date:2025-05-24 time:05:05:00 bpm:71 steps:12 cal:2 sedentary:0 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle sunrise melodies with soft chords
date:2025-05-24 time:05:06:00 bpm:77 steps:24 cal:3 sedentary:0 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft synths
date:2025-05-24 time:05:07:00 bpm:78 steps:17 cal:2 sedentary:0 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:05:08:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soft harmonies
date:2025-05-24 time:05:09:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft rhythms
date:2025-05-24 time:05:10:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:05:11:00 bpm:68 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft whispers
date:2025-05-24 time:05:12:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:13:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle ambient drones with subtle waves
date:2025-05-24 time:05:14:00 bpm:66 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soothing rhythms
date:2025-05-24 time:05:15:00 bpm:69 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft rhythms
date:2025-05-24 time:05:16:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene rhythms
date:2025-05-24 time:05:17:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn chords with soft resonance
date:2025-05-24 time:05:18:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn symphony with serene melodies
date:2025-05-24 time:05:19:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:20:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft chimes
date:2025-05-24 time:05:21:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft rhythms
date:2025-05-24 time:05:22:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle sunrise harmonies with soft strings
date:2025-05-24 time:05:23:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft echoes
date:2025-05-24 time:05:24:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft layers
date:2025-05-24 time:05:25:00 bpm:69 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene waves
date:2025-05-24 time:05:26:00 bpm:67 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene overtones
date:2025-05-24 time:05:27:00 bpm:63 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft harmonies
date:2025-05-24 time:05:28:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:05:29:00 bpm:65 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soft strings
date:2025-05-24 time:05:30:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft whispers
date:2025-05-24 time:05:31:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:32:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn harmonies with gentle awakenings
date:2025-05-24 time:05:33:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft waves
date:2025-05-24 time:05:34:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:35:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soft harmonies
date:2025-05-24 time:05:36:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:37:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft undertones
date:2025-05-24 time:05:38:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft harmonies
date:2025-05-24 time:05:39:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft awakening
date:2025-05-24 time:05:40:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn harmonies with gentle flow
date:2025-05-24 time:05:41:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:42:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene waves
date:2025-05-24 time:05:43:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:44:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soft strings
date:2025-05-24 time:05:45:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft awakening with gentle synth waves
date:2025-05-24 time:05:46:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene undertones
date:2025-05-24 time:05:47:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:05:48:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soft harmonies
date:2025-05-24 time:05:49:00 bpm:63 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with subtle echoes
date:2025-05-24 time:05:50:00 bpm:63 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with serene undertones
date:2025-05-24 time:05:51:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft harmonies
date:2025-05-24 time:05:52:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with serene waves
date:2025-05-24 time:05:53:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with subtle rhythms
date:2025-05-24 time:05:54:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscape with soft harmonies
date:2025-05-24 time:05:55:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:56:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:57:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:05:58:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene harmonies
date:2025-05-24 time:05:59:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:00:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning harmonies with soft waves
date:2025-05-24 time:06:01:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soft harmonies
date:2025-05-24 time:06:02:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft layers
date:2025-05-24 time:06:03:00 bpm:56 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:04:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft hues
date:2025-05-24 time:06:05:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene undertones
date:2025-05-24 time:06:06:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:07:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle harmonies
date:2025-05-24 time:06:08:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft whispers
date:2025-05-24 time:06:09:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene undertones
date:2025-05-24 time:06:10:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle harmonies
date:2025-05-24 time:06:11:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscape with soft chimes
date:2025-05-24 time:06:12:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:06:13:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:14:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft undertones
date:2025-05-24 time:06:15:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:16:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft rhythms
date:2025-05-24 time:06:17:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft transitions
date:2025-05-24 time:06:18:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn sounds with soft harmonies
date:2025-05-24 time:06:19:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn whispers with soft echoes
date:2025-05-24 time:06:20:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene undertones
date:2025-05-24 time:06:21:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft echoes
date:2025-05-24 time:06:22:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle sunrise melodies with soft harmonies
date:2025-05-24 time:06:23:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:24:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft synths
date:2025-05-24 time:06:25:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle harmonies
date:2025-05-24 time:06:26:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft ambient waves with gentle harmonies
date:2025-05-24 time:06:27:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with serene undertones
date:2025-05-24 time:06:28:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft echoes
date:2025-05-24 time:06:29:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene whispers
date:2025-05-24 time:06:30:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle sunrise melodies with soft harmonies
date:2025-05-24 time:06:31:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft waves
date:2025-05-24 time:06:32:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:33:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle chords
date:2025-05-24 time:06:34:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft rhythms
date:2025-05-24 time:06:35:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft melodies
date:2025-05-24 time:06:36:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:37:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn chords with soft harmonies
date:2025-05-24 time:06:38:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:39:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle sunrise melodies with soft waves
date:2025-05-24 time:06:40:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning harmonies with soft transitions
date:2025-05-24 time:06:41:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:42:00 bpm:63 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with serene waves
date:2025-05-24 time:06:43:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning melodies with soothing harmonies
date:2025-05-24 time:06:44:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle awakening with serene harmonies
date:2025-05-24 time:06:45:00 bpm:62 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with soft harmonies
date:2025-05-24 time:06:46:00 bpm:61 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soft rhythms
date:2025-05-24 time:06:47:00 bpm:64 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn soundscapes with soothing harmonies
date:2025-05-24 time:06:48:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Soft dawn melodies with gentle rhythms
date:2025-05-24 time:06:49:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn melodies with serene harmonies
date:2025-05-24 time:06:50:00 bpm:59 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn symphony with serene undertones
date:2025-05-24 time:06:51:00 bpm:57 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning harmonies with soft waves
date:2025-05-24 time:06:52:00 bpm:58 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle dawn harmonies with soft whispers
date:2025-05-24 time:06:53:00 bpm:60 steps:0 cal:1 sedentary:1 asleep:486 eff:94 rem:47 deep:56 wake:96,Gentle morning synths with soft melodies
